trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
22,False,"{'a': 0.9, 'e': 0.09847709021836118}",20,6,12.373575824473471,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.9, 'e': 0.08862938119652507}",20,4,24.964011658130037,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.9, 'e': 0.07976644307687256}",20,0,25.19509040989193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.9, 'e': 0.0717897987691853}",20,0,13.72929341276534,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
26,False,"{'a': 0.9, 'e': 0.06461081889226677}",25,12,20.356969146794114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.9, 'e': 0.058149737003040096}",20,1,-40.33396910118938,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
28,False,"{'a': 0.9, 'e': 0.05233476330273609}",25,0,32.58220972428834,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.9, 'e': 0.047101286972462485}",20,2,26.694646451195844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.9, 'e': 0.04239115827521624}",25,0,37.343600873223295,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.9, 'e': 0.038152042447694615}",25,0,35.152890109458035,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.9, 'e': 0.03433683820292515}",25,13,-20.54949095916552,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
33,False,"{'a': 0.9, 'e': 0.030903154382632636}",25,0,24.6274701595591,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
34,False,"{'a': 0.9, 'e': 0.027812838944369374}",20,1,16.197819359255654,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.9, 'e': 0.025031555049932437}",20,11,16.582553665686493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.022528399544939195}",20,0,33.4440531236255,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
37,False,"{'a': 0.9, 'e': 0.020275559590445275}",35,15,36.97621729777705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.01824800363140075}",20,16,6.845275866206306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.016423203268260675}",25,0,38.407824467456116,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.9, 'e': 0.014780882941434608}",20,12,16.49139865697575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.013302794647291146}",20,14,12.764786633504631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.9, 'e': 0.011972515182562033}",20,6,-25.070603156113133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.9, 'e': 0.01077526366430583}",25,10,24.679727934297468,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.9, 'e': 0.009697737297875247}",25,19,-32.628286856664374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,False,"{'a': 0.9, 'e': 0.008727963568087723}",25,12,18.805801409557287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.9, 'e': 0.00785516721127895}",25,14,16.92947141307614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.9, 'e': 0.007069650490151055}",25,13,9.804286772179866,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.00636268544113595}",25,15,17.614056096623617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.005726416897022355}",25,12,24.499343303134573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.9, 'e': 0.00515377520732012}",25,13,14.472608225510948,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.9, 'e': 0.004638397686588108}",20,14,9.937476316897559,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.9, 'e': 0.004174557917929297}",20,3,28.27371915300014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.9, 'e': 0.0037571021261363674}",20,9,7.8843533028710375,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.9, 'e': 0.0033813919135227306}",25,12,25.180538859044923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.9, 'e': 0.0030432527221704577}",20,6,22.018967825519145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.002738927449953412}",30,23,12.291642963015,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.9, 'e': 0.002465034704958071}",25,2,-24.3856024828423,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
58,False,"{'a': 0.9, 'e': 0.002218531234462264}",25,11,29.01128609681944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.0019966781110160375}",25,15,-24.86935194794752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.9, 'e': 0.001797010299914434}",20,16,7.248854020140092,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.9, 'e': 0.0016173092699229906}",20,11,18.904520780858427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.0014555783429306916}",30,7,25.24642609414623,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.0013100205086376223}",20,10,16.473797245803247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.9, 'e': 0.0011790184577738603}",25,12,20.65357738617142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.9, 'e': 0.001061116611996474}",35,19,16.981433217060044,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.9, 'e': 0.0009550049507968268}",35,7,43.34946605561089,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.0008595044557171441}",20,0,28.726662961701074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
68,False,"{'a': 0.9, 'e': 0.0007735540101454297}",20,0,28.283326004406295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.9, 'e': 0.0006961986091308868}",30,24,14.147373224883156,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.9, 'e': 0.0006265787482177981}",25,9,30.45747082960904,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.0005639208733960184}",25,20,9.275668193201973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.9, 'e': 0.0005075287860564165}",20,6,25.005703088313123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.9, 'e': 0.00045677590745077487}",20,10,17.05874536713156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.0004110983167056974}",25,8,29.63295088562975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.9, 'e': 0.00036998848503512764}",20,9,20.091370588828525,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.9, 'e': 0.0003329896365316149}",20,16,7.813166985524356,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.0002996906728784534}",20,5,25.665838453884827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.0002697216055906081}",25,13,22.94726269312162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.9, 'e': 0.0002427494450315473}",25,12,22.49500876304644,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.9, 'e': 0.00021847450052839255}",20,12,15.22353158115174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.00019662705047555332}",20,11,16.965336761788215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.00017696434542799797}",20,10,16.579299801082037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.00015926791088519818}",25,11,22.400174904135433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.00014334111979667836}",25,8,23.57751533709409,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.9, 'e': 0.00012900700781701054}",30,20,11.563873156669235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.9, 'e': 0.00011610630703530949}",20,6,23.818540801754704,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.00010449567633177854}",30,15,26.049959632345324,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.9, 'e': 9.404610869860069e-05}",25,11,24.190828853593057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.9, 'e': 8.464149782874062e-05}",20,10,20.75542519855086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 7.617734804586657e-05}",20,8,20.849361082026828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.9, 'e': 6.85596132412799e-05}",30,18,23.463142766944294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 6.170365191715192e-05}",20,16,6.902450977965133,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 5.553328672543673e-05}",30,19,17.148850030025557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.9, 'e': 4.997995805289306e-05}",20,7,23.84310685666354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.9, 'e': 4.498196224760375e-05}",20,7,17.73854045012737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 4.0483766022843375e-05}",30,14,31.8490228807505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 3.643538942055904e-05}",20,8,23.002638671087233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.9, 'e': 3.279185047850314e-05}",30,15,28.438406769679453,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.9, 'e': 2.9512665430652825e-05}",25,18,13.798291175030814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,8,35.26189137450539,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,0,39.13162758843001,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,25.331767488330968,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,6,40.45304017577412,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,16,16.178057150942983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,-26.305730675721055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",20,0,-19.35295363089739,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",20,12,16.769150981585913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,7,34.046931902250876,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,20.821212376692323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,11,19.14025433945666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,17,21.049208996056773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,15.335324948738858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,6,40.41477988892417,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,16,9.68793110955081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,16,7.229694301190963,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,22.689472233774065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,14.51526108901333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,13,10.817945466888483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,10,21.44159030820684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
