trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.96, 'e': 0.4420024338794074}",20,0,0.31041245749484403,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
21,False,"{'a': 0.96, 'e': 0.42432233652423107}",25,0,-58.66691254666718,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
22,False,"{'a': 0.96, 'e': 0.4073494430632618}",20,0,-56.572337670276205,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
23,False,"{'a': 0.96, 'e': 0.3910554653407313}",20,4,-4.187559876110633,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.96, 'e': 0.3754132467271021}",35,20,8.43532966556745,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
25,False,"{'a': 0.96, 'e': 0.360396716858018}",20,0,-1.8310397670531726,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.96, 'e': 0.34598084818369723}",20,0,-15.24732122514295,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.96, 'e': 0.33214161425634936}",35,15,11.618973824988679,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.96, 'e': 0.3188559496860954}",20,0,13.155592311632958,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.96, 'e': 0.3061017116986515}",30,11,18.96575952681539,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.96, 'e': 0.29385764323070546}",25,18,-0.7330816420882158,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.96, 'e': 0.28210333750147726}",20,0,18.19573777960639,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.96, 'e': 0.2708192040014181}",35,11,-39.3390650203976,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
33,False,"{'a': 0.96, 'e': 0.2599864358413614}",25,0,-8.061339021994389,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
34,False,"{'a': 0.96, 'e': 0.24958697840770694}",30,0,-46.36284718666689,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",0
35,False,"{'a': 0.96, 'e': 0.23960349927139865}",20,4,29.27303578327452,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.96, 'e': 0.23001935930054268}",35,23,5.415099677905506,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.96, 'e': 0.22081858492852097}",20,8,20.941911593643106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.96, 'e': 0.21198584153138014}",20,2,17.85925034766514,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.96, 'e': 0.20350640787012492}",25,9,20.57543753153138,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.96, 'e': 0.19536615155531992}",20,0,-14.704171450030397,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
41,False,"{'a': 0.96, 'e': 0.18755150549310712}",25,0,-6.35828599413525,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
42,False,"{'a': 0.96, 'e': 0.18004944527338282}",25,0,29.359224418793314,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.96, 'e': 0.1728474674624475}",25,2,9.429321883684995,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
44,False,"{'a': 0.96, 'e': 0.1659335687639496}",20,10,12.658878685360726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.96, 'e': 0.1592962260133916}",20,0,27.371520328977176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.96, 'e': 0.15292437697285594}",25,18,10.788976665000172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.96, 'e': 0.1468074018939417}",25,13,9.28754155180526,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.96, 'e': 0.14093510581818403}",25,8,9.86930033653752,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
49,False,"{'a': 0.96, 'e': 0.13529770158545665}",30,8,33.97064893627315,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.96, 'e': 0.12988579352203838}",30,8,28.70208458763961,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.96, 'e': 0.12469036178115685}",20,8,8.67931479477457,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.96, 'e': 0.11970274730991057}",20,7,11.631427948409648,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.96, 'e': 0.11491463741751413}",25,0,23.094922830535605,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.96, 'e': 0.11031805192081356}",20,7,19.14837613028248,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.96, 'e': 0.10590532984398102}",25,18,11.589048406513678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.96, 'e': 0.10166911665022178}",20,8,24.04635347532782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.96, 'e': 0.0976023519842129}",25,13,18.189563715375847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.96, 'e': 0.09369825790484439}",20,13,14.713559235947663,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.96, 'e': 0.0899503275886506}",25,3,19.437357477374473,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.96, 'e': 0.08635231448510458}",20,9,17.3363889157954,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.96, 'e': 0.08289822190570038}",30,17,23.318335097586722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.96, 'e': 0.07958229302947237}",20,9,-31.279336478756377,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.96, 'e': 0.07639900130829347}",25,10,25.2368945585968,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.96, 'e': 0.07334304125596174}",25,17,1.4588062128246222,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.96, 'e': 0.07040931960572326}",20,11,17.40714648475664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.96, 'e': 0.06759294682149433}",20,10,17.594238756133517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.96, 'e': 0.06488922894863455}",25,20,7.897974850879415,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.96, 'e': 0.06229365979068917}",20,12,10.58859295506344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.96, 'e': 0.0598019133990616}",30,15,24.623709237130107,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.96, 'e': 0.05740983686309913}",25,7,29.389455125977815,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.96, 'e': 0.05511344338857516}",30,20,18.792561035699972,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.96, 'e': 0.052908905653032155}",30,18,25.303708487940135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.96, 'e': 0.05079254942691087}",20,11,10.860280264085873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.96, 'e': 0.04876084744983443}",30,22,17.056340787699625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.96, 'e': 0.046810413551841054}",20,5,-39.22566856417792,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
76,False,"{'a': 0.96, 'e': 0.04493799700976741}",25,15,3.835505340663242,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.96, 'e': 0.043140477129376714}",20,0,-7.160108798529204,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
78,False,"{'a': 0.96, 'e': 0.04141485804420164}",30,17,24.38104060443943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.96, 'e': 0.03975826372243357}",30,17,23.526075824544346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.96, 'e': 0.03816793317353623}",20,12,15.061656569539362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.96, 'e': 0.03664121584659478}",20,12,16.410385919427107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.96, 'e': 0.03517556721273098}",30,18,22.35641781651734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.96, 'e': 0.03376854452422175}",25,9,27.50065750760205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.96, 'e': 0.03241780274325288}",30,21,16.48777302626315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.96, 'e': 0.03112109063352276}",20,5,-16.081298724571944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
86,False,"{'a': 0.96, 'e': 0.02987624700818185}",25,13,20.19186486309064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.96, 'e': 0.028681197127854573}",20,14,10.693504438459538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.96, 'e': 0.02753394924274039}",20,0,24.8438369794912,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.96, 'e': 0.026432591273030773}",30,19,22.30082343216232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.96, 'e': 0.02537528762210954}",25,15,18.621259328424863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.96, 'e': 0.024360276117225157}",20,11,15.154297170051493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.96, 'e': 0.02338586507253615}",25,12,20.470101109123096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.96, 'e': 0.022450430469634703}",30,21,15.724818792287369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.96, 'e': 0.021552413250849316}",30,17,24.601177533453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.96, 'e': 0.02069031672081534}",20,15,10.082777016740836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.96, 'e': 0.019862704051982726}",20,16,7.308116201838143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.96, 'e': 0.019068195889903418}",20,8,9.956766315814228,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.96, 'e': 0.01830546805430728}",30,8,39.763780991773146,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.96, 'e': 0.01757324933213499}",25,19,13.660484437338017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.96, 'e': 0.016870319358849587}",20,10,20.693931660721166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.96, 'e': 0.016195506584495603}",30,24,10.690472878343254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.96, 'e': 0.01554768632111578}",20,14,9.823456721071672,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.96, 'e': 0.014925778868271147}",20,0,-14.189055041149926,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
104,False,"{'a': 0.96, 'e': 0.0143287477135403}",20,0,22.66728301016469,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.96, 'e': 0.013755597804998689}",20,6,18.336846322606075,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.96, 'e': 0.01320537389279874}",20,11,16.956273071579062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.96, 'e': 0.012677158937086791}",20,12,16.341839988970353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.96, 'e': 0.012170072579603319}",25,0,27.858976629924886,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.96, 'e': 0.011683269676419186}",20,12,14.356537101327937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.96, 'e': 0.011215938889362417}",30,16,27.439800016021078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.96, 'e': 0.010767301333787921}",35,13,32.1572192458011,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.96, 'e': 0.010336609280436403}",20,10,17.749203931994803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.96, 'e': 0.009923144909218947}",35,20,28.09380582412196,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.96, 'e': 0.009526219112850188}",25,19,9.86725847329954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.96, 'e': 0.00914517034833618}",20,6,27.59191469404119,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.96, 'e': 0.008779363534402732}",20,9,19.70948462304291,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.96, 'e': 0.008428188993026622}",20,11,15.243688941499368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.96, 'e': 0.008091061433305558}",25,0,25.69736138211688,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.96, 'e': 0.007767418975973335}",25,12,26.88403663135172,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.96, 'e': 0.007456722216934402}",25,14,19.94943666593043,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.96, 'e': 0.007158453328257025}",20,9,20.80516206442622,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.96, 'e': 0.0068721151951267444}",25,12,23.624625432189873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.96, 'e': 0.006597230587321674}",35,23,26.627556479320194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.96, 'e': 0.006333341363828807}",30,24,12.965829322999392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.96, 'e': 0.006080007709275654}",20,13,14.450418780233697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.96, 'e': 0.005836807400904628}",20,12,12.72184851373396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.96, 'e': 0.005603335104868443}",35,22,24.402449473453235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.96, 'e': 0.005379201700673705}",20,5,26.144663643959756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.96, 'e': 0.005164033632646756}",20,0,28.917119055765955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
130,False,"{'a': 0.96, 'e': 0.0049574722873408856}",25,16,15.379316091610708,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.96, 'e': 0.00475917339584725}",25,9,29.045689284905162,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.96, 'e': 0.00456880646001336}",20,7,20.689969384918395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.96, 'e': 0.004386054201612826}",25,19,9.715091257198416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.96, 'e': 0.004210612033548312}",30,13,29.933481978900414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.96, 'e': 0.00404218755220638}",20,12,16.138531343307054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.96, 'e': 0.0038805000501181243}",20,12,12.07323647856334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.96, 'e': 0.003725280048113399}",20,0,34.329744286028316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.96, 'e': 0.0035762688461888634}",20,10,17.828022677901206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.96, 'e': 0.0034332180923413087}",20,11,17.16293879318989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.96, 'e': 0.003295889368647656}",20,14,13.069255357049018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.96, 'e': 0.00316405379390175}",20,0,28.44865653096158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.96, 'e': 0.0030374916421456797}",25,10,28.015789393142875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.96, 'e': 0.0029159919764598524}",25,13,20.173015645733592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.96, 'e': 0.0027993522974014582}",25,12,25.960766906936435,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.96, 'e': 0.0026873782055054}",20,3,30.266890726180918,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.96, 'e': 0.0025798830772851837}",20,7,20.208828365979976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.96, 'e': 0.002476687754193776}",25,15,17.7350638662021,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.96, 'e': 0.002377620244026025}",30,7,40.02937069840768,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.96, 'e': 0.002282515434264984}",30,8,35.3253424710104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.96, 'e': 0.0021912148168943845}",30,16,25.19700040579512,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.96, 'e': 0.0021035662242186092}",25,20,9.045811426158346,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.96, 'e': 0.0020194235752498645}",25,19,13.209712067745366,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.96, 'e': 0.0019386466322398699}",20,13,12.032045576985057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,23.169277831429756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,19.111953270300425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,13,27.506943614121656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,4,32.86237829063453,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,16,25.963082625781393,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,4,25.831434020299636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,16,17.006246296953847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,30.091942805696704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",35,24,17.67698505084918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,32.16234469183205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,8,22.59266997938949,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,10,16.209535234342177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,21.444640803954112,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,0,27.205870760434717,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",30,18,22.020744501399975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,2,39.300253922502826,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,14,14.490649967028634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,5,25.442205555916676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",35,18,30.77107001255514,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,3,28.06731291077341,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
