trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0, 'e': 0.6799999999999997}",25,0,-221.0570671449397,"{0: 10, 1: 3, 2: 9, 3: 0, 4: 3}",0
33,False,"{'a': 0, 'e': 0.6699999999999997}",30,11,-47.57269882257123,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
34,False,"{'a': 0, 'e': 0.6599999999999997}",20,0,-47.220289622447986,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0, 'e': 0.6499999999999997}",25,0,-184.48168858700276,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
36,False,"{'a': 0, 'e': 0.6399999999999997}",20,0,-52.34004272415925,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
37,False,"{'a': 0, 'e': 0.6299999999999997}",20,0,-14.331482214766467,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
38,False,"{'a': 0, 'e': 0.6199999999999997}",20,13,-14.428856375445445,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0, 'e': 0.6099999999999997}",35,0,-173.29202029520388,"{0: 21, 1: 7, 2: 4, 3: 0, 4: 3}",0
40,False,"{'a': 0, 'e': 0.5999999999999996}",25,0,-160.16074776675865,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
41,False,"{'a': 0, 'e': 0.5899999999999996}",25,0,-149.23652418968697,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
42,False,"{'a': 0, 'e': 0.5799999999999996}",20,0,-194.03266176301122,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
43,False,"{'a': 0, 'e': 0.5699999999999996}",20,0,-134.95079043279202,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
44,False,"{'a': 0, 'e': 0.5599999999999996}",20,0,-51.102666965869815,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
45,False,"{'a': 0, 'e': 0.5499999999999996}",25,0,-35.66908554854127,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
46,False,"{'a': 0, 'e': 0.5399999999999996}",25,0,-48.390124822703385,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
47,False,"{'a': 0, 'e': 0.5299999999999996}",25,0,-174.2913211627655,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
48,False,"{'a': 0, 'e': 0.5199999999999996}",20,0,-61.243123972469114,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
49,False,"{'a': 0, 'e': 0.5099999999999996}",25,0,-121.30043069583974,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
50,False,"{'a': 0, 'e': 0.49999999999999956}",20,0,-70.16639204566346,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0, 'e': 0.48999999999999955}",20,0,-102.54366428803388,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0, 'e': 0.47999999999999954}",20,0,-132.96545051099307,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
53,False,"{'a': 0, 'e': 0.46999999999999953}",25,0,-180.26424868401256,"{0: 11, 1: 2, 2: 10, 3: 0, 4: 2}",0
54,False,"{'a': 0, 'e': 0.4599999999999995}",20,16,4.662576984791253,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0, 'e': 0.4499999999999995}",35,0,-202.8939611561286,"{0: 20, 1: 3, 2: 9, 3: 0, 4: 3}",0
56,False,"{'a': 0, 'e': 0.4399999999999995}",20,0,-37.07364183684664,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0, 'e': 0.4299999999999995}",25,0,-160.74260721688813,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
58,False,"{'a': 0, 'e': 0.4199999999999995}",20,0,-36.24697143225894,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0, 'e': 0.4099999999999995}",20,0,-152.3601484182741,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
60,False,"{'a': 0, 'e': 0.39999999999999947}",30,0,-157.11002184171875,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
61,False,"{'a': 0, 'e': 0.38999999999999946}",30,0,-121.46449306522815,"{0: 17, 1: 7, 2: 3, 3: 2, 4: 1}",0
62,False,"{'a': 0, 'e': 0.37999999999999945}",30,0,-156.98564146318924,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
63,False,"{'a': 0, 'e': 0.36999999999999944}",20,0,-21.212609101303126,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0, 'e': 0.35999999999999943}",20,0,-113.51287679074561,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
65,False,"{'a': 0, 'e': 0.3499999999999994}",25,0,-187.00233218319477,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
66,False,"{'a': 0, 'e': 0.3399999999999994}",20,0,-139.6028966508857,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
67,False,"{'a': 0, 'e': 0.3299999999999994}",20,0,-50.94076014570319,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
68,False,"{'a': 0, 'e': 0.3199999999999994}",25,0,-207.03239570586348,"{0: 11, 1: 6, 2: 3, 3: 2, 4: 3}",0
69,False,"{'a': 0, 'e': 0.3099999999999994}",30,0,-127.26940923941349,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
70,False,"{'a': 0, 'e': 0.2999999999999994}",20,0,-47.87144152978823,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
71,False,"{'a': 0, 'e': 0.28999999999999937}",20,0,-98.83937656551903,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
72,False,"{'a': 0, 'e': 0.27999999999999936}",20,0,-99.83535785133218,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
73,False,"{'a': 0, 'e': 0.26999999999999935}",30,0,-176.96475199753564,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
74,False,"{'a': 0, 'e': 0.25999999999999934}",25,0,-102.5251297620433,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
75,False,"{'a': 0, 'e': 0.24999999999999933}",20,0,-110.43207340368741,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
76,False,"{'a': 0, 'e': 0.23999999999999932}",30,0,-103.08281162540216,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
77,False,"{'a': 0, 'e': 0.22999999999999932}",25,0,-135.74370934820678,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
78,False,"{'a': 0, 'e': 0.2199999999999993}",20,0,-202.21887376033607,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
79,False,"{'a': 0, 'e': 0.2099999999999993}",25,0,-209.710533145722,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
80,False,"{'a': 0, 'e': 0.1999999999999993}",25,2,-33.03368266799208,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
81,False,"{'a': 0, 'e': 0.18999999999999928}",20,0,-155.86286268372717,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",1
82,False,"{'a': 0, 'e': 0.17999999999999927}",20,9,-92.84630405245058,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 1}",1
83,False,"{'a': 0, 'e': 0.16999999999999926}",25,0,-166.29983447032637,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
84,False,"{'a': 0, 'e': 0.15999999999999925}",25,0,-88.01398797687595,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
85,False,"{'a': 0, 'e': 0.14999999999999925}",25,1,-52.29353586579015,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
86,False,"{'a': 0, 'e': 0.13999999999999924}",25,0,-152.1790293719389,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
87,False,"{'a': 0, 'e': 0.12999999999999923}",25,0,-51.443192975665326,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
88,False,"{'a': 0, 'e': 0.11999999999999923}",25,0,-106.19031892408857,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
89,False,"{'a': 0, 'e': 0.10999999999999924}",20,0,-144.7478691723232,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
90,False,"{'a': 0, 'e': 0.09999999999999924}",25,0,-89.95910810462301,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
91,False,"{'a': 0, 'e': 0.08999999999999925}",20,0,-151.74233254469215,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
92,False,"{'a': 0, 'e': 0.07999999999999925}",30,0,-89.3728256449808,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0, 'e': 0.06999999999999926}",35,0,-124.59065122057247,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
94,False,"{'a': 0, 'e': 0.059999999999999255}",20,12,-1.0514999951334154,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0, 'e': 0.04999999999999925}",25,0,-63.610533883596375,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
96,False,"{'a': 0, 'e': 0.03999999999999925}",20,0,-57.18456499897108,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
97,False,"{'a': 0, 'e': 0.02999999999999925}",25,0,-107.07888972788881,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
98,False,"{'a': 0, 'e': 0.019999999999999248}",20,0,-129.11009607287104,"{0: 8, 1: 5, 2: 5, 3: 1, 4: 1}",0
99,False,"{'a': 0, 'e': 0.009999999999999247}",30,0,-111.09276554188854,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
100,False,"{'a': 0, 'e': -7.528699885739343e-16}",30,0,-176.07047459802126,"{0: 16, 1: 5, 2: 5, 3: 2, 4: 2}",0
1,True,"{'a': 0, 'e': 0}",25,0,-68.9691514463197,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,0,-172.14019790310158,"{0: 12, 1: 6, 2: 4, 3: 0, 4: 3}",0
3,True,"{'a': 0, 'e': 0}",30,0,-177.88177081321686,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
4,True,"{'a': 0, 'e': 0}",20,10,-11.733590462650353,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,-74.2025973756829,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
6,True,"{'a': 0, 'e': 0}",30,0,-286.01485612397437,"{0: 14, 1: 2, 2: 9, 3: 0, 4: 5}",0
7,True,"{'a': 0, 'e': 0}",35,0,-124.47166093590693,"{0: 21, 1: 7, 2: 5, 3: 1, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",20,0,-105.51512948641766,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
9,True,"{'a': 0, 'e': 0}",20,0,-41.01869001121739,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,-131.64115649416362,"{0: 9, 1: 6, 2: 3, 3: 0, 4: 2}",0
11,True,"{'a': 0, 'e': 0}",30,0,-109.75449874477899,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
12,True,"{'a': 0, 'e': 0}",20,0,-144.42976279389757,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
13,True,"{'a': 0, 'e': 0}",20,0,-54.6949007990183,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,0,-112.17202456750385,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
15,True,"{'a': 0, 'e': 0}",30,0,-196.58663478723807,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
16,True,"{'a': 0, 'e': 0}",25,0,-62.94256970477127,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",20,0,-57.986200860435844,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
18,True,"{'a': 0, 'e': 0}",20,0,-151.33030965655436,"{0: 10, 1: 6, 2: 1, 3: 0, 4: 3}",0
19,True,"{'a': 0, 'e': 0}",20,0,-135.0941164276817,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
20,True,"{'a': 0, 'e': 0}",30,0,-100.24994183067001,"{0: 17, 1: 5, 2: 7, 3: 1, 4: 0}",0
